,incident_num,date_time,day_of_week,address_number_primary,address_dir_primary,address_road_primary,address_sfx_primary,address_dir_intersecting,address_road_intersecting,address_sfx_intersecting,call_type,disposition,beat,priority,address_number_primary_str,Address,lat,lng,zipcode,Zipcodes
32611,E23010034880,2023-01-25 11:14:50,4,900,,09TH,AVE,,,,911,K,524,1,900,"900 09TH AVE San Diego, California",32.7147021,-117.1565064,92101,92101
32612,E23010034882,2023-01-25 11:15:28,4,3100,,TALBOT,ST,,,,AU2,W,616,2,3100,"3100 TALBOT ST San Diego, California",32.7204093,-117.2338936,92106,92106
32613,E23010034883,2023-01-25 11:18:33,4,3500,,TOMAHAWK,LN,,,,586,K,116,4,3500,"3500 TOMAHAWK LN San Diego, California",32.8041426,-117.1962473,92117,92117
32614,E23010034884,2023-01-25 11:18:49,4,2400,,FOGG,ST,,,,MTG,K,122,4,2400,"2400 FOGG ST San Diego, California",32.803242,-117.2260808,4853,92109
32615,E23010034885,2023-01-25 11:19:08,4,0,,PACIFIC HWY NB OFF RAMP,,,SUTHERLAND,,AU2,W,626,2,,"PACIFIC HWY NB OFF RAMP San Diego, California",32.7417736,-117.1876441,United States,92110
32616,E23010034886,2023-01-25 11:19:24,4,2200,,LOGAN,AVE,,,,415V,O,511,1,2200,"2200 LOGAN AVE San Diego, California",32.6980259,-117.1393146,3663,92113
32617,E23010034888,2023-01-25 11:21:27,4,800,,18TH,ST,,,,T,K,721,2,800,"800 18TH ST San Diego, California",32.5820021,-117.0948846,1117,92154
32618,E23010034889,2023-01-25 11:22:05,4,5100,,WIGHTMAN,ST,,,,1185,R,827,3,5100,"5100 WIGHTMAN ST San Diego, California",32.7475386,-117.085056,92105,92105
32619,E23010034890,2023-01-25 11:22:15,4,3200,,06TH,AVE,,,,602,K,529,2,3200,"3200 06TH AVE San Diego, California",32.7391155,-117.1597007,92103,92103
32620,E23010034891,2023-01-25 11:22:24,4,1400,,BROADWAY,,,,,5150V,O,521,1,1400,"1400 BROADWAY San Diego, California",32.7159732,-117.151728,92101,92101
32621,E23010034892,2023-01-25 11:23:06,4,0,,OCEAN VIEW,BLV,,29TH,,1181,R,512,0,,"OCEAN VIEW BLV San Diego, California",32.7012709,-117.1128811,92113,92113
32622,E23010034893,2023-01-25 11:24:09,4,9300,,BLACK HILLS,WAY,,,,20002R,R,233,3,9300,"9300 BLACK HILLS WAY San Diego, California",32.959814,-117.1255241,2607,92129
32623,E23010034894,2023-01-25 11:24:13,4,6000,,CARMEL VALLEY,RD,,,,T,O,934,2,6000,"6000 CARMEL VALLEY RD San Diego, California",32.9608458,-117.1918399,92130,92130
32624,E23010034895,2023-01-25 11:25:09,4,800,,04TH,AVE,,,,487R,K,525,9,800,"800 04TH AVE San Diego, California",32.7136932,-117.1611718,6122,92101
32625,E23010034896,2023-01-25 11:25:49,4,1600,,GRAND,AVE,,,,T,K,122,2,1600,"1600 GRAND AVE San Diego, California",32.7979464,-117.2402746,4408,92109
32626,E23010034897,2023-01-25 11:26:09,4,8700,,SIEMPRE VIVA,RD,,,,PLATE,R,713,2,8700,"8700 SIEMPRE VIVA RD San Diego, California",32.5533101,-116.956499,6211,92154
32627,E23010034898,2023-01-25 11:26:57,4,0,,HOME,AVE,,EUCLID,,AU23103,CAN,836,2,,"HOME AVE San Diego, California",32.7273314,-117.101559,United States,92105
32628,E23010034899,2023-01-25 11:29:15,4,300,,05TH,AVE,,,,1186,O,523,3,300,"300 05TH AVE San Diego, California",32.7083574,-117.1601176,6910,92101
32629,E23010034900,2023-01-25 11:31:04,4,700,,TANGIERS,CT,,,,602,K,121,2,700,"700 TANGIERS CT San Diego, California",32.7860832,-117.2541664,7028,92109
32630,E23010034901,2023-01-25 11:31:08,4,800,W,G,ST,,,,459A,U,522,3,800,"800 W G ST San Diego, California",32.7129217,-117.1703706,92101,92101
32631,E23010034902,2023-01-25 11:31:09,4,4300,,CHEROKEE,AVE,,,,SELENF,K,811,3,4300,"4300 CHEROKEE AVE San Diego, California",32.7552888,-117.1147301,1527,92104
32632,E23010034903,2023-01-25 11:31:26,4,1400,,QUIVIRA,RD,,,,911,CAN,123,1,1400,"1400 QUIVIRA RD San Diego, California",32.7642251,-117.2419303,92109,92017
32633,E23010034904,2023-01-25 11:31:40,4,1100,,SUNSET CLIFFS,BLV,,,,1150,O,618,2,1100,"1100 SUNSET CLIFFS BLV San Diego, California",32.7300031,-117.2565721,92107,92106
32634,E23010034905,2023-01-25 11:33:28,4,1100,,SIGSBEE,ST,,,,1185,O,511,3,1100,"1100 SIGSBEE ST San Diego, California",32.7021834,-117.1492103,92113,92113
32635,E23010034906,2023-01-25 11:34:03,4,10100,,RANCHO CARMEL,DR,,,,415,K,232,2,10100,"10100 RANCHO CARMEL DR San Diego, California",32.9653285,-117.090302,3600,92128
32636,E23010034907,2023-01-25 11:35:14,4,0,,PICADOR,BLV,,PALM (SB),,1149,O,723,2,,"PICADOR BLV San Diego, California",32.5763693,-117.0567163,United States,92154
32637,E23010034908,2023-01-25 11:35:54,4,600,,MISSOURI,ST,,,,T,O,122,2,600,"600 MISSOURI ST San Diego, California",32.7999441,-117.2582236,2448,92109
32638,E23010034909,2023-01-25 11:35:57,4,3000,,PALM (SB),AVE,,,,T,K,723,2,3000,"3000 PALM (SB) AVE San Diego, California",32.5659757,-117.066729,92173,92173
32639,E23010034910,2023-01-25 11:38:16,4,11200,,WESTVIEW,PKY,,,,FU,K,242,2,11200,"11200 WESTVIEW PKY San Diego, California",32.922115,-117.1190432,92126,92126
32640,E23010034911,2023-01-25 11:38:37,4,5500,,CLAIREMONT MESA,BLV,,,,245,A,114,1,5500,"5500 CLAIREMONT MESA BLV San Diego, California",32.8346024,-117.1734966,92117,92117
32641,E23010034912,2023-01-25 11:40:14,4,6600,,ALVARADO,RD,,,,911,CAN,327,1,6600,"6600 ALVARADO RD San Diego, California",32.7776418,-117.0587573,92120,92182
32642,E23010034913,2023-01-25 11:40:47,4,8300,,JADE COAST,DR,,,,1185,R,242,3,8300,"8300 JADE COAST DR San Diego, California",32.9019614,-117.1440359,92126,92126
32643,E23010034914,2023-01-25 11:40:59,4,1800,,NATIONAL,AVE,,,,911,CAN,511,1,1800,"1800 NATIONAL AVE San Diego, California",32.70183120000001,-117.1467548,92113,92134
32644,E23010034916,2023-01-25 11:43:34,4,4200,,CASS,ST,,,,SELENF,K,122,3,4200,"4200 CASS ST San Diego, California",32.7926,-117.2503606,4004,92109
32645,E23010034917,2023-01-25 11:43:59,4,17500,,ASHBURTON,RD,,,,CW,K,234,1,17500,"17500 ASHBURTON RD San Diego, California",33.0302576,-117.0778235,92128,92128
32646,E23010034918,2023-01-25 11:44:42,4,4900,,MARKET,ST,,,,LOST,W,445,4,4900,"4900 MARKET ST San Diego, California",32.7103938,-117.0892541,92102,92102
32647,E23010034919,2023-01-25 11:44:53,4,5400,,KEARNY MESA,RD,,,,INFO,W,313,2,5400,"5400 KEARNY MESA RD San Diego, California",32.8336511,-117.1435605,92111,92111
32648,E23010034920,2023-01-25 11:45:25,4,7700,,BELDEN,ST,,,,1131A,K,111,1,7700,"7700 BELDEN ST San Diego, California",32.8106581,-117.1567977,92111,92111
32649,E23010034921,2023-01-25 11:46:01,4,4000,,CRYSTAL DAWN,LN,,,,MPSSTP,O,115,2,4000,"4000 CRYSTAL DAWN LN San Diego, California",32.869488,-117.220108,92122,92122
32650,E23010034922,2023-01-25 11:46:21,4,7100,,CLAIREMONT MESA,BLV,,,,CW,K,313,1,7100,"7100 CLAIREMONT MESA BLV San Diego, California",32.8327214,-117.1638368,1005,92111
32651,E23010034923,2023-01-25 11:47:00,4,1100,,JUST,CT,,,,1185,R,723,3,1100,"1100 JUST CT San Diego, California",32.575218,-117.0508764,2414,92154
32652,E23010034924,2023-01-25 11:47:02,4,2500,,IMPERIAL,AVE,,,,FD,K,512,2,2500,"2500 IMPERIAL AVE San Diego, California",32.7065296,-117.1398451,3919,92113
32653,E23010034925,2023-01-25 11:47:15,4,0,,DEL SOL,BLV,,DENNERY,,T,O,725,2,,"DEL SOL BLV San Diego, California",32.5735263,-117.0454362,92154,92154
32654,E23010034926,2023-01-25 11:47:18,4,4200,,PACIFIC,HWY,,,,459A,U,611,3,4200,"4200 PACIFIC HWY San Diego, California",32.7451596,-117.1947492,92110,92110
32655,E23010034927,2023-01-25 11:48:14,4,8800,,LADDIE,LN,,,,1185,O,311,3,8800,"8800 LADDIE LN San Diego, California",32.8036531,-117.1383429,92123,92123
32656,E23010034928,2023-01-25 11:49:05,4,800,S,28TH,ST,,,,FU,K,512,2,800,"800 S 28TH ST San Diego, California",32.697555,-117.1338147,2433,92136
32657,E23010034929,2023-01-25 11:49:15,4,7900,,CIVITA,BLV,,,,1140OD,R,311,0,7900,"7900 CIVITA BLV San Diego, California",32.7774572,-117.1492993,92108,92108
32658,E23010034930,2023-01-25 11:49:15,4,800,,PROSPECT,ST,,,,415,K,124,2,800,"800 PROSPECT ST San Diego, California",32.8455183,-117.2769219,92037,92037
32659,E23010034931,2023-01-25 11:50:06,4,3700,,30TH,ST,,,,530,R,813,9,3700,"3700 30TH ST San Diego, California",32.7452847,-117.1302976,92104,92104
32660,E23010034932,2023-01-25 11:50:58,4,2500,,46TH,ST,,,,1185,O,836,3,2500,"2500 46TH ST San Diego, California",32.7321337,-117.0960602,92105,92105
32661,E23010034933,2023-01-25 11:51:15,4,1000,,SANTA CLARA,PL,,,,415V,K,121,1,1000,"1000 SANTA CLARA PL San Diego, California",32.7831201,-117.2494315,92109,92109
32662,E23010034934,2023-01-25 11:51:50,4,1000,S,49TH,ST,,,,415W,W,446,1,1000,"1000 S 49TH ST San Diego, California",32.6956873,-117.0905156,3570,91950
32663,E23010034935,2023-01-25 11:53:30,4,4100,,WINONA,AVE,,,,415N,O,826,3,4100,"4100 WINONA AVE San Diego, California",32.7513239,-117.0879738,92105,92105
32664,E23010034936,2023-01-25 11:55:00,4,1000,,CATALINA,BLV,,,,FD,K,618,2,1000,"1000 CATALINA BLV San Diego, California",32.7237143,-117.2452451,4102,92107
32665,E23010034937,2023-01-25 11:55:02,4,1100,,TORREY PINES,RD,,,,415,K,124,2,1100,"1100 TORREY PINES RD San Diego, California",32.8433315,-117.2718148,92037,92037
32666,E23010034938,2023-01-25 11:55:18,4,3100,,MIDWAY,DR,,,,1149,K,611,2,3100,"3100 MIDWAY DR San Diego, California",32.7507552,-117.2070853,92110,92110
32667,E23010034939,2023-01-25 11:55:40,4,9300,,TOWNE CENTRE,DR,,,,602,K,115,2,9300,"9300 TOWNE CENTRE DR San Diego, California",32.8763608,-117.207991,92121,92121
32668,E23010034940,2023-01-25 11:55:49,4,4000,,IBIS,ST,,,,MTG,K,626,4,4000,"4000 IBIS ST San Diego, California",32.7499214,-117.1732076,92103,92103
32669,E23010034941,2023-01-25 11:56:45,4,9700,,NORTH TORREY PINES,RD,,,,586,O,126,4,9700,"9700 NORTH TORREY PINES RD San Diego, California",32.8841624,-117.2451292,1002,92093
32670,E23010034942,2023-01-25 11:57:13,4,2300,,PACIFIC,HWY,,,,415,CAN,527,2,2300,"2300 PACIFIC HWY San Diego, California",32.7275619,-117.1729633,92101,92110
32671,E23010034943,2023-01-25 11:59:38,4,5400,,KEARNY MESA,RD,,,,INFO,W,313,2,5400,"5400 KEARNY MESA RD San Diego, California",32.8336511,-117.1435605,92111,92111
32672,E23010034944,2023-01-25 12:00:49,4,4200,,BROOK,CT,,,,MPSSTP,O,115,2,4200,"4200 BROOK CT San Diego, California",32.8717746,-117.2155239,92122,92039
32673,E23010034945,2023-01-25 12:03:09,4,4800,,DOLIVA,DR,,,,NARC,W,111,2,4800,"4800 DOLIVA DR San Diego, California",32.8315126,-117.1756752,3210,92117
32674,E23010034946,2023-01-25 12:03:36,4,3300,,GLENCOLUM,DR,,,,SCHOOL,K,311,4,3300,"3300 GLENCOLUM DR San Diego, California",32.803706,-117.1350607,2333,92123
32675,E23010034947,2023-01-25 12:03:39,4,3400,,NOELL,ST,,,,415,K,626,2,3400,"3400 NOELL ST San Diego, California",32.7420399,-117.1875298,92110,92103
32676,E23010034948,2023-01-25 12:03:41,4,0,,29TH,ST,,,,SELENF,K,512,3,,"29TH ST San Diego, California",32.7275812,-117.1319811,United States,92104
32677,E23010034949,2023-01-25 12:05:21,4,12200,,SABRE SPRINGS,PKY,,,,FU,K,231,2,12200,"12200 SABRE SPRINGS PKY San Diego, California",32.943233,-117.0896676,92064,92131
32678,E23010034950,2023-01-25 12:05:43,4,4600,,INGRAHAM,ST,,,,SELENF,K,122,3,4600,"4600 INGRAHAM ST San Diego, California",32.8007287,-117.2411596,3120,92109
32679,E23010034951,2023-01-25 12:06:04,4,1100,,SIGSBEE,ST,,,,586,O,511,4,1100,"1100 SIGSBEE ST San Diego, California",32.7021834,-117.1492103,92113,92113
32680,E23010034952,2023-01-25 12:06:25,4,400,S,30TH,ST,,,,415,K,512,2,400,"400 S 30TH ST San Diego, California",32.7022255,-117.1294815,1321,92113
32681,E23010034953,2023-01-25 12:06:31,4,3100,,MISSION,BLV,,,,1186,K,121,3,3100,"3100 MISSION BLV San Diego, California",32.7698885,-117.2509399,92109,92109
32682,E23010034954,2023-01-25 12:06:36,4,5600,,MISSION CENTER,RD,,,,MP,W,315,2,5600,"5600 MISSION CENTER RD San Diego, California",32.77536,-117.1544024,92108,92108
32683,E23010034955,2023-01-25 12:07:30,4,7200,,MELOTTE,ST,,,,911,K,325,1,7200,"7200 MELOTTE ST San Diego, California",32.8066624,-117.0397001,92119,92119
32684,E23010034956,2023-01-25 12:07:33,4,11400,,CARMEL COUNTRY,RD,,,,MPSSTP,K,934,2,11400,"11400 CARMEL COUNTRY RD San Diego, California",32.9418528,-117.213075,2478,92130
32685,E23010034957,2023-01-25 12:08:49,4,0,,32ND,ST,,,,1016,A,512,2,,"32ND ST San Diego, California",32.7356296,-117.1250606,United States,92104
32686,E23010034958,2023-01-25 12:09:10,4,8400,,CALLE MORELOS,,,,,911,K,242,1,8400,"8400 CALLE MORELOS San Diego, California",32.923317,-117.142647,1820,92126
32687,E23010034959,2023-01-25 12:10:39,4,15700,,SAN ANDRES,DR,,,,SELENF,K,935,3,15700,"15700 SAN ANDRES DR San Diego, California",32.9805098,-117.2481841,92014,92075
32688,E23010034960,2023-01-25 12:10:46,4,8900,,CLAIREMONT MESA,BLV,,,,COURT,K,313,4,8900,"8900 CLAIREMONT MESA BLV San Diego, California",32.8324048,-117.1368394,1102,92123
32689,E23010034961,2023-01-25 12:11:36,4,3500,,NATIONAL,AVE,,,,T,O,441,2,3500,"3500 NATIONAL AVE San Diego, California",32.6962786,-117.1187682,92113,92102
32690,E23010034962,2023-01-25 12:11:37,4,1700,,EUCLID,AVE,,,,1140OD,K,451,0,1700,"1700 EUCLID AVE San Diego, California",32.72308050000001,-117.0852552,92105,92105
32691,E23010034963,2023-01-25 12:11:45,4,0,,STATE ROUTE 94 EB,,,28TH,,415W,K,515,1,,"STATE ROUTE 94 EB San Diego, California",32.7469662,-117.0254862,United States,91945
32692,E23010034964,2023-01-25 12:11:47,4,2800,,FARRAGUT,RD,,,,SELENF,K,611,3,2800,"2800 FARRAGUT RD San Diego, California",32.7330531,-117.2181044,92106,92147
32693,E23010034965,2023-01-25 12:12:14,4,6800,,MISSION GORGE,RD,,,,5150,O,322,2,6800,"6800 MISSION GORGE RD San Diego, California",32.7969851,-117.0944166,92120,92120
32694,E23010034966,2023-01-25 12:12:28,4,8800,,COSTA VERDE,BLV,,,,MPSSTP,O,115,2,8800,"8800 COSTA VERDE BLV San Diego, California",32.8707653,-117.2160309,92122,92122
32695,E23010034967,2023-01-25 12:13:56,4,1500,,FELSPAR,ST,,,,1016,A,122,2,1500,"1500 FELSPAR ST San Diego, California",32.8003229,-117.2429858,92109,92109
32696,E23010034968,2023-01-25 12:13:56,4,0,,ARAGON,WAY,,ROLANDO,,10851RR,R,821,3,,"ARAGON WAY San Diego, California",32.7573194,-117.0565641,92115,92115
32697,E23010034969,2023-01-25 12:14:17,4,1600,,HOTEL CIRCLE SOUTH,,,,,AU2,W,623,2,1600,"1600 HOTEL CIRCLE SOUTH San Diego, California",32.7591073,-117.1762993,92108,92103
32698,E23010034970,2023-01-25 12:14:20,4,0,,16TH,ST,,,,SELENF,K,521,3,,"16TH ST San Diego, California",32.7124618,-117.149461,92101,92101
32699,E23010034971,2023-01-25 12:16:42,4,500,,C,ST,,,,911P,CAN,524,2,500,"500 C ST San Diego, California",32.7167944,-117.1633601,92101,92101
32700,E23010034973,2023-01-25 12:18:10,4,600,,SATURN,BLV,,,,CW,A,721,1,600,"600 SATURN BLV San Diego, California",32.5858042,-117.0926944,92154,92154
32701,E23010034974,2023-01-25 12:18:34,4,8900,,RIO SAN DIEGO,DR,,,,AU1171,W,315,1,8900,"8900 RIO SAN DIEGO DR San Diego, California",32.7767464,-117.1383423,92108,92018
32702,E23010034975,2023-01-25 12:18:47,4,2500,,IMPERIAL,AVE,,,,SELENF,O,512,3,2500,"2500 IMPERIAL AVE San Diego, California",32.7065296,-117.1398451,3919,92113
32703,E23010034976,2023-01-25 12:19:01,4,0,,ROSECRANS,ST,,KURTZ,,11-8,K,611,0,,"ROSECRANS ST San Diego, California",32.7247316,-117.2291031,United States,92106
32704,E23010034977,2023-01-25 12:19:47,4,7900,,LA JOLLA SCENIC,DR,,,,CW,K,124,1,7900,"7900 LA JOLLA SCENIC DR San Diego, California",32.8496129,-117.2408998,3526,92037
32705,E23010034978,2023-01-25 12:19:50,4,400,,PENNSYLVANIA,AVE,,,,CC,CAN,627,3,400,"400 PENNSYLVANIA AVE San Diego, California",32.7453003,-117.1613524,4206,92103
32706,E23010034979,2023-01-25 12:20:05,4,700,,GRAND,AVE,,,,1186,O,122,3,700,"700 GRAND AVE San Diego, California",32.7944967,-117.2560471,3904,92109
32707,E23010034980,2023-01-25 12:22:00,4,1000,,CAMINO DEL RIO NORTH,,,,,487,A,315,1,1000,"1000 CAMINO DEL RIO NORTH San Diego, California",32.7660386,-117.1554601,3208,92108
32708,E23010034981,2023-01-25 12:22:13,4,500,S,38TH,ST,,,,1185,R,441,3,500,"500 S 38TH ST San Diego, California",32.7012585,-117.112516,2854,92113
32709,E23010034982,2023-01-25 12:22:34,4,4900,,IMPERIAL,AVE,,,,911,CAN,446,1,4900,"4900 IMPERIAL AVE San Diego, California",32.7041909,-117.0893946,92113,91950
32710,E23010034984,2023-01-25 12:23:40,4,4400,,TWAIN,AVE,,,,1021,K,321,3,4400,"4400 TWAIN AVE San Diego, California",32.7853307,-117.0995352,3406,92120
32711,E23010034985,2023-01-25 12:24:29,4,500,,16TH,ST,,,,586,O,521,4,500,"500 16TH ST San Diego, California",32.7104644,-117.1494443,92101,92101
32712,E23010034986,2023-01-25 12:25:32,4,9100,,REGENTS,RD,,,,MPSSTP,O,115,2,9100,"9100 REGENTS RD San Diego, California",32.8717626,-117.2193835,1461,92037
32713,E23010034987,2023-01-25 12:25:55,4,1400,,IMPERIAL,AVE,,,,415,CAN,521,2,1400,"1400 IMPERIAL AVE San Diego, California",32.7065586,-117.1515229,92101,92113
32714,E23010034988,2023-01-25 12:27:20,4,8900,,CLAIREMONT MESA,BLV,,,,COURT,K,313,4,8900,"8900 CLAIREMONT MESA BLV San Diego, California",32.8324048,-117.1368394,1102,92123
32715,E23010034989,2023-01-25 12:27:52,4,0,,PENNSYLVANIA,AVE,,04TH,,FD,R,627,2,,"PENNSYLVANIA AVE San Diego, California",32.7454466,-117.1543386,92103,92103
32716,E23010034990,2023-01-25 12:27:59,4,4000,,49TH,ST,,,,5150,K,826,2,4000,"4000 49TH ST San Diego, California",32.7496592,-117.0892341,92105,92105
32717,E23010034991,2023-01-25 12:28:09,4,1100,,27TH (SB),ST,,,,REPORT,R,723,4,1100,"1100 27TH (SB) ST San Diego, California",32.5915189,-117.0753987,United States,92154
32718,E23010034992,2023-01-25 12:29:24,4,4500,,MORAGA,AVE,,,,1185,O,113,3,4500,"4500 MORAGA AVE San Diego, California",32.8252321,-117.2151663,92117,92117
32719,E23010034993,2023-01-25 12:30:08,4,0,,GULLSTRAND,ST,,GOVERNOR,,HZRD,K,115,1,,"GULLSTRAND ST San Diego, California",32.8526143,-117.1910309,92122,92122
32720,E23010034994,2023-01-25 12:30:24,4,6000,,FAIRMOUNT,AVE,,,,10851RR,CAN,321,3,6000,"6000 FAIRMOUNT AVE San Diego, California",32.7837101,-117.1023264,4002,92120
32721,E23010034995,2023-01-25 12:31:03,4,4600,,CAPE MAY,AVE,,,,415,K,614,2,4600,"4600 CAPE MAY AVE San Diego, California",32.7451675,-117.241972,2224,92107
32722,E23010034996,2023-01-25 12:31:20,4,8900,,CLAIREMONT MESA,BLV,,,,COURT,K,313,4,8900,"8900 CLAIREMONT MESA BLV San Diego, California",32.8324048,-117.1368394,1102,92123
32723,E23010034997,2023-01-25 12:31:29,4,10300,,FRIARS,RD,,,,10851R,K,321,2,10300,"10300 FRIARS RD San Diego, California",32.7910835,-117.1014638,92120,92120
32724,E23010034999,2023-01-25 12:32:45,4,4100,,KIMSUE,WAY,,,,1185,R,723,3,4100,"4100 KIMSUE WAY San Diego, California",32.575991,-117.0463931,92154,92154
32725,E23010035000,2023-01-25 12:34:10,4,0,W,C,ST,,01ST,,T,O,524,2,,"W C ST San Diego, California",32.7167758,-117.1655792,92101,92101
32726,E23010035001,2023-01-25 12:34:42,4,1300,,EVERVIEW,RD,,,,415,K,622,2,1300,"1300 EVERVIEW RD San Diego, California",32.7721933,-117.1994073,1527,92110
32727,E23010035002,2023-01-25 12:36:54,4,300,,MARKET,ST,,,,415,K,522,2,300,"300 MARKET ST San Diego, California",32.7115114,-117.1656088,92101,92101
32728,E23010035003,2023-01-25 12:38:05,4,0,,MIDWAY,DR,,ROSECRANS,,11-8,K,611,0,,"MIDWAY DR San Diego, California",32.7504223,-117.2087513,92110,92110
32729,E23010035005,2023-01-25 12:39:49,4,3800,,NATIONAL,AVE,,,,T,K,441,2,3800,"3800 NATIONAL AVE San Diego, California",32.69604,-117.112461,3223,92113
32730,E23010035006,2023-01-25 12:40:01,4,1800,,CABRILLO MEMORIAL,DR,,,,RESCUE,K,617,0,1800,"1800 CABRILLO MEMORIAL DR San Diego, California",32.6747076,-117.23953,3601,
32731,E23010035007,2023-01-25 12:40:05,4,10700,,SCRIPPS LAKE,DR,,,,FU,K,241,2,10700,"10700 SCRIPPS LAKE DR San Diego, California",32.9120369,-117.0973794,92131,92131
32732,E23010035008,2023-01-25 12:40:52,4,3100,,MARKET,ST,,,,1140OD,K,516,0,3100,"3100 MARKET ST San Diego, California",32.71166760000001,-117.1274104,92102,92102
32733,E23010035009,2023-01-25 12:42:55,4,2500,,IMPERIAL,AVE,,,,FU,O,512,2,2500,"2500 IMPERIAL AVE San Diego, California",32.7065296,-117.1398451,3919,92113
32734,E23010035010,2023-01-25 12:43:43,4,600,,SATURN,BLV,,,,211,R,721,1,600,"600 SATURN BLV San Diego, California",32.5858042,-117.0926944,92154,92154
32735,E23010035011,2023-01-25 12:45:55,4,5200,,GAINES,ST,,,,MTG,K,622,4,5200,"5200 GAINES ST San Diego, California",32.7650082,-117.1950692,92110,92110
32736,E23010035012,2023-01-25 12:46:11,4,1900,,NEWTON,AVE,,,,1147,K,511,0,1900,"1900 NEWTON AVE San Diego, California",32.7002822,-117.1451146,92113,92113
32737,E23010035013,2023-01-25 12:46:24,4,5200,,GAINES,ST,,,,MTG,K,622,4,5200,"5200 GAINES ST San Diego, California",32.7650082,-117.1950692,92110,92110
32738,E23010035014,2023-01-25 12:46:30,4,3000,,MURRAY RIDGE,RD,,,,1185,O,311,3,3000,"3000 MURRAY RIDGE RD San Diego, California",32.7989132,-117.142306,2925,92123
32739,E23010035015,2023-01-25 12:46:30,4,2200,,TRUXTUN,RD,,,,SELENF,K,611,3,2200,"2200 TRUXTUN RD San Diego, California",32.7339796,-117.2196145,6128,92106
32740,E23010035016,2023-01-25 12:46:53,4,1500,,MORENA,BLV,,,,242,K,116,1,1500,"1500 MORENA BLV San Diego, California",32.7731104,-117.206124,92110,92110
32741,E23010035017,2023-01-25 12:47:06,4,4000,,TAYLOR,ST,,,,FD,K,625,2,4000,"4000 TAYLOR ST San Diego, California",32.7557286,-117.200927,92110,92110
32742,E23010035019,2023-01-25 12:49:37,4,700,E,SAN YSIDRO,BLV,,,,242R,K,714,2,700,"700 E SAN YSIDRO BLV San Diego, California",32.5452999,-117.030612,92173,92173
32743,E23010035020,2023-01-25 12:50:04,4,0,,SUNSET CLIFFS,BLV,,OSPREY,,AU1,W,618,1,,"SUNSET CLIFFS BLV San Diego, California",32.7434698,-117.248689,United States,92107
32744,E23010035021,2023-01-25 12:50:18,4,16100,,BIG SPRINGS,WAY,,,,459A,U,234,2,16100,"16100 BIG SPRINGS WAY San Diego, California",33.0069297,-117.0858089,92127,92127
32745,E23010035022,2023-01-25 12:51:27,4,11000,,VIA FRONTERA,,,,,5150V,R,234,1,11000,"11000 VIA FRONTERA San Diego, California",33.0126911,-117.0936636,1704,92127
32746,E23010035023,2023-01-25 12:51:42,4,5100,,COLLEGE,AVE,,,,417,K,327,0,5100,"5100 COLLEGE AVE San Diego, California",32.7709091,-117.070132,92115,92182
32747,E23010035024,2023-01-25 12:51:50,4,0,,UNIVERSITY,AVE,,41ST,,415,O,832,2,,"UNIVERSITY AVE San Diego, California",32.7495402,-117.0896039,United States,92105
32748,E23010035025,2023-01-25 12:51:59,4,0,,FATHER JUNIPERO SERRA TRL,,,BUSHY HILL,,CW,K,324,1,,"FATHER JUNIPERO SERRA TRL San Diego, California",32.8329967,-117.0473714,United States,92119
32749,E23010035026,2023-01-25 12:52:17,4,0,,MORENA,BLV,,JUTLAND,,1151,W,113,2,,"MORENA BLV San Diego, California",32.7942808,-117.2072706,United States,92110
32750,E23010035027,2023-01-25 12:52:46,4,300,,PARK,BLV,,,,1140OD,K,521,0,300,"300 PARK BLV San Diego, California",32.7083803,-117.1541313,7416,92101
32751,E23010035029,2023-01-25 12:53:26,4,8900,,CLAIREMONT MESA,BLV,,,,COURT,K,313,4,8900,"8900 CLAIREMONT MESA BLV San Diego, California",32.8324048,-117.1368394,1102,92123
32752,E23010035030,2023-01-25 12:54:03,4,2200,,DUNLOP,ST,,,,597,K,621,1,2200,"2200 DUNLOP ST San Diego, California",32.7844846,-117.1666565,92111,92111
32753,E23010035031,2023-01-25 12:55:09,4,6900,,EL CAJON,BLV,,,,1140OD,K,821,0,6900,"6900 EL CAJON BLV San Diego, California",32.7689746,-117.0492858,1738,92115
32754,E23010035032,2023-01-25 12:55:32,4,900,,BROADWAY,,,,,415,K,524,2,900,"900 BROADWAY San Diego, California",32.715755,-117.1565013,5514,92101
32755,E23010035033,2023-01-25 12:56:32,4,800,,15TH,ST,,,,MPSSTP,K,521,2,800,"800 15TH ST San Diego, California",32.7136789,-117.1503953,92101,92101
32756,E23010035034,2023-01-25 12:57:21,4,400,,SPRUCE,ST,,,,415,K,529,2,400,"400 SPRUCE ST San Diego, California",32.7387053,-117.1612669,92103,92103
32757,E23010035035,2023-01-25 12:57:24,4,0,,LA JOLLA,BLV,,COLIMA,,459C,K,124,2,,"LA JOLLA BLV San Diego, California",32.8213001,-117.2741902,United States,92037
32758,E23010035036,2023-01-25 12:58:31,4,3600,,01ST,AVE,,,,470R,R,627,3,3600,"3600 01ST AVE San Diego, California",32.7433234,-117.1638544,92103,92103
32759,E23010035037,2023-01-25 12:59:59,4,2500,,IMPERIAL,AVE,,,,1186,O,512,3,2500,"2500 IMPERIAL AVE San Diego, California",32.7065296,-117.1398451,3919,92113
