"incident_num","date_time","day_of_week","address_number_primary","address_dir_primary","address_road_primary","address_sfx_primary","address_dir_intersecting","address_road_intersecting","address_sfx_intersecting","call_type","disposition","beat","priority"
"E23010015991","2023-01-12 12:13:53","5","1700","","VIA COSTINA","","","","","586","O","712","4"
"E23010015993","2023-01-12 12:15:13","5","5200","","OVERLAND","AVE","","","","1182","R","313","2"
"E23010015994","2023-01-12 12:15:28","5","0","","SR-52","","","CONVOY","","AU1171","W","313","1"
"E23010015995","2023-01-12 12:16:40","5","8500","","SAN VICENTE","ST","","","","COVER","K","434","0"
"E23010015996","2023-01-12 12:17:15","5","2400","","MORENA","BLV","","","","1151","O","116","2"
"E23010015997","2023-01-12 12:17:36","5","1100","","UNION","ST","","","","COURT","O","524","4"
"E23010015998","2023-01-12 12:18:31","5","0","","UNIVERSITY","AVE","","NORMAL","","SLEEPER","K","627","3"
"E23010015999","2023-01-12 12:18:55","5","4500","","LA JOLLA VILLAGE","DR","","","","INFO","W","115","2"
"E23010016000","2023-01-12 12:20:58","5","700","E","SAN YSIDRO","BLV","","","","POP","K","714","3"
"E23010016001","2023-01-12 12:23:16","5","4800","","BOISE","AVE","","","","415","K","111","2"
"E23010016002","2023-01-12 12:23:33","5","3900","","CAMINO DE LA PLAZA","","","","","FD","K","712","2"
"E23010016003","2023-01-12 12:24:16","5","0","","14TH","ST","","","","415","DUP","521","2"
"E23010016004","2023-01-12 12:27:03","5","8900","","CLAIREMONT MESA","BLV","","","","COURT","","313","4"
"E23010016005","2023-01-12 12:27:20","5","7200","","CLAIREMONT MESA","BLV","","","","MPSSTP","K","313","2"
"E23010016006","2023-01-12 12:27:30","5","7200","","CLAIREMONT MESA","BLV","","","","MPSSTP","O","313","2"
"E23010016007","2023-01-12 12:27:50","5","2100","","IMPERIAL","AVE","","","","488R","K","512","9"
"E23010016008","2023-01-12 12:29:54","5","9300","","CUSTOMHOUSE","PLZ","","","","1185","O","713","3"
"E23010016009","2023-01-12 12:30:12","5","5900","","RAIL","CT","","","","POP","O","714","3"
"E23010016010","2023-01-12 12:30:13","5","7700","","HIGHGATE","LN","","","","FU","K","-1","2"
"E23010016011","2023-01-12 12:30:16","5","0","","30TH","ST","","IMPERIAL","","T","O","515","2"
"E23010016012","2023-01-12 12:30:31","5","4800","","CLAIREMONT","DR","","","","594","CAN","114","2"
"E23010016014","2023-01-12 12:31:32","5","6500","","EL CAJON","BLV","","","","SELENF","K","821","3"
"E23010016015","2023-01-12 12:31:49","5","600","","21ST","ST","","","","CW","K","514","1"
"E23010016017","2023-01-12 12:34:18","5","7500","","BRITANNIA","CT","","","","911","CAN","713","1"
"E23010016018","2023-01-12 12:35:25","5","7300","","CLAIREMONT MESA","BLV","","","","MPSSTP","O","313","2"
"E23010016019","2023-01-12 12:35:28","5","5900","","FAIRMOUNT","AVE","","","","20002R","K","321","2"
"E23010016020","2023-01-12 12:35:30","5","6900","","ALVARADO","RD","","","","10851RR","X","327","3"
"E23010016021","2023-01-12 12:36:09","5","0","","14TH","ST","","","","5150","K","521","2"
"E23010016022","2023-01-12 12:36:44","5","0","W","BROADWAY","WAY","","KETTNER","","CW","K","524","1"
"E23010016023","2023-01-12 12:37:30","5","8900","","TWIN TRAILS","DR","","","","SELENF","K","233","3"
"E23010016024","2023-01-12 12:37:41","5","1800","","NATIONAL","AVE","","","","911","W","511","1"
"E23010016025","2023-01-12 12:38:35","5","400","W","SAN YSIDRO","BLV","","","","602","O","712","2"
"E23010016026","2023-01-12 12:38:51","5","1100","","GARNET","AVE","","","","INFO","W","122","2"
"E23010016027","2023-01-12 12:41:04","5","0","","LOGAN","AVE","","CESAR E CHAVEZ PKY E","","1183","R","511","0"
"E23010016028","2023-01-12 12:41:20","5","2800","","CAMINO DEL RIO SOUTH","","","","","211A","CAN","315","1"
"E23010016029","2023-01-12 12:41:39","5","200","","A","ST","","","","415","K","524","2"
"E23010016031","2023-01-12 12:42:37","5","4500","","ALVARADO CANYON","RD","","","","417","K","321","0"
"E23010016032","2023-01-12 12:43:01","5","100","","17TH","ST","","","","459","K","521","1"
"E23010016033","2023-01-12 12:43:03","5","4000","","05TH","AVE","","","","415","CAN","627","2"
"E23010016034","2023-01-12 12:45:14","5","300","","PARK","BLV","","","","SELENF","K","521","3"
"E23010016035","2023-01-12 12:47:14","5","1600","","G","ST","","","","1016","A","521","2"
"E23010016036","2023-01-12 12:47:41","5","3000","","MISSION","BLV","","","","CW","K","121","1"
"E23010016037","2023-01-12 12:48:32","5","4100","","ALPHA","ST","","","","FU","O","442","2"
"E23010016038","2023-01-12 12:49:58","5","3200","","SPORTS ARENA","BLV","","","","415","DUP","611","2"
"E23010016039","2023-01-12 12:50:36","5","4200","","34TH","ST","","","","459R","R","838","3"
"E23010016040","2023-01-12 12:50:58","5","800","","PARK","BLV","","","","INFO","W","521","2"
"E23010016041","2023-01-12 12:51:15","5","7800","","CLAIREMONT MESA","BLV","","","","MPSSTP","O","313","2"
"E23010016042","2023-01-12 12:51:19","5","1400","","MARKET","ST","","","","INFO","W","521","2"
"E23010016043","2023-01-12 12:51:43","5","3500","","LINDBERGH","ST","","","","586","O","723","4"
"E23010016044","2023-01-12 12:52:33","5","4200","","MARKET","ST","","","","415","K","444","2"
"E23010016045","2023-01-12 12:52:40","5","4000","","43RD","ST","","","","MS","K","832","1"
"E23010016046","2023-01-12 12:54:30","5","2600","","WORDEN","ST","","","","415","O","613","2"
"E23010016047","2023-01-12 12:54:47","5","3200","","SPORTS ARENA","BLV","","","","415","K","611","2"
"E23010016048","2023-01-12 12:55:55","5","3100","","ARMSTRONG","ST","","","","415V","K","621","1"
"E23010016049","2023-01-12 12:55:58","5","700","","CESAR E CHAVEZ","PKY","","","","T","K","512","2"
"E23010016050","2023-01-12 12:57:12","5","4300","","EL CAJON","BLV","","","","FU","O","831","2"
"E23010016051","2023-01-12 12:57:36","5","5400","","REPECHO","DR","","","","602","K","312","2"
"E23010016052","2023-01-12 12:57:47","5","3800","","CLAIREMONT","DR","","","","415","K","116","2"
"E23010016053","2023-01-12 12:58:07","5","0","","SGT COLON","","","","","1021","K","-1","3"
"E23010016054","2023-01-12 12:58:20","5","1400","","BROADWAY","","","","","242","R","521","1"
"E23010016055","2023-01-12 12:58:28","5","9200","","OVIEDO","ST","","","","MTG","K","233","4"
"E23010016056","2023-01-12 12:59:18","5","100","","FIR","ST","","","","AU1","W","529","1"
"E23010016057","2023-01-12 12:59:43","5","3400","","CAMINO DEL RIO SOUTH","","","","","211A","U","315","1"
"E23010016058","2023-01-12 12:59:50","5","6900","","BALBOA","AVE","","","","911","CAN","111","1"
"E23010016059","2023-01-12 13:00:06","5","5300","","MEADE","AVE","","","","CW","K","826","1"
"E23010016060","2023-01-12 13:00:29","5","1700","","KEARNY","AVE","","","","1186","O","512","3"
"E23010016061","2023-01-12 13:01:18","5","18200","","ACEITUNO","ST","","","","1131A","U","234","1"
"E23010016062","2023-01-12 13:01:20","5","3300","","SANDROCK","RD","","","","1140OD","A","311","0"
"E23010016063","2023-01-12 13:01:21","5","6300","","VIA MARIA","","","","","FU","K","124","2"
"E23010016064","2023-01-12 13:02:21","5","7900","","AERO","DR","","","","MPSSTP","K","313","2"
"E23010016065","2023-01-12 13:02:38","5","4000","","BRANT","ST","","","","1183","K","627","0"
"E23010016066","2023-01-12 13:03:00","5","10300","","SPRING CANYON","RD","","","","459R","K","246","3"
"E23010016067","2023-01-12 13:03:06","5","2700","","DE ANZA","RD","","","","CW","CAN","123","1"
"E23010016068","2023-01-12 13:03:37","5","5300","","COMPLEX","ST","","","","COURT","","313","4"
"E23010016069","2023-01-12 13:04:21","5","0","","GENESEE","AVE","","CLAIREMONT MESA","","AU23103","W","114","2"
"E23010016070","2023-01-12 13:04:23","5","11400","","CLEWS RANCH","RD","","","","1153","K","934","2"
"E23010016071","2023-01-12 13:05:00","5","900","","OTAY VALLEY","RD","","","","MPSSTP","O","725","2"
"E23010016072","2023-01-12 13:05:54","5","3600","","ASH","ST","","","","FOOT","O","837","3"
"E23010016073","2023-01-12 13:05:58","5","1400","","BROADWAY","","","","","1186","K","521","3"
"E23010016074","2023-01-12 13:06:14","5","2600","","BAYSIDE","LN","","","","586","O","121","4"
"E23010016075","2023-01-12 13:09:30","5","2800","","JACKSON","ST","","","","INFO","W","625","2"
"E23010016076","2023-01-12 13:10:03","5","4600","","30TH","ST","","","","586","K","813","4"
"E23010016077","2023-01-12 13:10:48","5","100","","16TH","ST","","","","T","O","521","2"
"E23010016079","2023-01-12 13:13:03","5","3200","","54TH","ST","","","","459C","K","451","2"
"E23010016080","2023-01-12 13:13:19","5","7800","","OSTROW","ST","","","","1185","R","313","3"
"E23010016081","2023-01-12 13:13:44","5","400","S","VALENCIA","PKY","","","","1021","K","432","3"
"E23010016082","2023-01-12 13:13:44","5","5200","","WIGHTMAN","ST","","","","1130","K","827","1"
"E23010016083","2023-01-12 13:13:54","5","3300","","C","ST","","","","1185","R","517","3"
"E23010016084","2023-01-12 13:14:27","5","700","","HORNBLEND","ST","","","","MPSSTP","R","122","2"
"E23010016085","2023-01-12 13:17:37","5","300","","RIDGECREST","DR","","","","10851RR","R","437","3"
"E23010016086","2023-01-12 13:19:30","5","6300","","COLLEGE GROVE","DR","","","","488R","R","451","2"
"E23010016087","2023-01-12 13:20:02","5","15300","","MATURIN","DR","","","","594R","R","234","9"
"E23010016088","2023-01-12 13:21:56","5","0","","CUMBERLAND","ST","","REO","","CW","CAN","438","1"
"E23010016089","2023-01-12 13:22:13","5","0","","VIA DE LA VALLE","","","SAN ANDRES","","374","K","935","3"
"E23010016090","2023-01-12 13:22:19","5","1900","","HAZELWOOD","PL","","","","AU23152","K","447","2"
"E23010016092","2023-01-12 13:25:12","5","0","","ELM","ST","","EUCLID","","T","K","447","2"
"E23010016093","2023-01-12 13:25:20","5","600","","21ST","ST","","","","647F","CAN","514","2"
"E23010016094","2023-01-12 13:26:26","5","2100","","COMSTOCK","ST","","","","AU1","W","621","1"
"E23010016095","2023-01-12 13:26:32","5","5000","","LA DORNA","ST","","","","586","O","327","4"
"E23010016096","2023-01-12 13:26:40","5","2500","","IMPERIAL","AVE","","","","LOST","W","512","4"
"E23010016097","2023-01-12 13:27:06","5","300","","47TH","ST","","","","245","K","446","1"
"E23010016098","2023-01-12 13:27:09","5","5100","","SEASHELL","PL","","","","422R","R","934","2"
"E23010016099","2023-01-12 13:28:37","5","1700","","FRIEDRICK","DR","","","","CC","K","813","3"
"E23010016100","2023-01-12 13:28:40","5","1000","","OTAY VALLEY","RD","","","","MPSSTP","O","725","2"
"E23010016101","2023-01-12 13:28:48","5","5600","","EASTGATE","MAL","","","","HZRD","K","931","1"
"E23010016102","2023-01-12 13:29:06","5","400","","DENNERY","RD","","","","MP","R","725","2"
"E23010016103","2023-01-12 13:30:16","5","5100","","FOOTHILL","BLV","","","","CW","K","122","1"
"E23010016104","2023-01-12 13:31:00","5","0","","21ST","ST","","G","","1140OD","K","514","0"
"E23010016105","2023-01-12 13:33:57","5","8300","","MIRA MESA","BLV","","","","459A","K","242","3"
"E23010016106","2023-01-12 13:34:22","5","4000","","GOVERNOR","DR","","","","SCHOOL","K","115","4"
"E23010016107","2023-01-12 13:34:54","5","7600","","WESTBROOK","AVE","","","","459R","R","437","3"
"E23010016108","2023-01-12 13:35:12","5","300","S","47TH","ST","","","","245","DUP","446","1"
"E23010016109","2023-01-12 13:37:33","5","3600","","AFTON","RD","","","","586","K","311","4"
"E23010016110","2023-01-12 13:38:29","5","1800","","KATELLA","ST","","","","5150","K","722","2"
"E23010016111","2023-01-12 13:38:37","5","700","E","SAN YSIDRO","BLV","","","","911","CAN","714","1"
"E23010016112","2023-01-12 13:39:37","5","12000","","ROYAL BIRKDALE","ROW","","","","CW","K","234","1"
"E23010016113","2023-01-12 13:40:21","5","1600","","PENTECOST","WAY","","","","530","W","451","4"
"E23010016114","2023-01-12 13:40:44","5","0","","VAN DYKE","AVE","","EL CAJON","","T","O","832","2"
"E23010016115","2023-01-12 13:41:05","5","3400","","COLLEGE","AVE","","","","488R","K","451","9"
"E23010016116","2023-01-12 13:41:37","5","3300","","ROSECRANS","ST","","","","488R","W","611","3"
"E23010016117","2023-01-12 13:42:17","5","0","","POWAY","RD","","SABRE SPRINGS","","1183","K","231","0"
"E23010016119","2023-01-12 13:44:56","5","6600","","UNIVERSITY","AVE","","","","CW","K","821","1"
"E23010016120","2023-01-12 13:45:44","5","9200","","AERO","DR","","","","1186","K","311","3"
"E23010016121","2023-01-12 13:46:12","5","900","","PARK","BLV","","","","FOOT","O","521","3"
"E23010016122","2023-01-12 13:47:27","5","3100","","ADAMS","AVE","","","","586","K","814","4"
"E23010016123","2023-01-12 13:47:29","5","4000","","05TH","AVE","","","","5150","K","627","2"
"E23010016124","2023-01-12 13:47:31","5","6500","","WUNDERLIN","AVE","","","","C6","W","433","2"
"E23010016125","2023-01-12 13:47:32","5","1600","","HOTEL CIRCLE NORTH","","","","","20002R","R","623","3"
"E23010016126","2023-01-12 13:48:16","5","1500","","TARBOX","ST","","","","C6","W","433","2"
"E23010016127","2023-01-12 13:48:25","5","400","W","SAN YSIDRO","BLV","","","","FOUND","R","712","4"
"E23010016128","2023-01-12 13:48:34","5","2500","","MORENA","BLV","","","","314","A","116","2"
"E23010016129","2023-01-12 13:49:15","5","5400","","JAMESTOWN","RD","","","","AU2","W","114","2"
"E23010016130","2023-01-12 13:49:50","5","600","","UNIVERSITY","AVE","","","","AU23103","W","627","2"
"E23010016131","2023-01-12 13:50:55","5","2400","","GROVE VIEW","RD","","","","1146","R","437","0"
"E23010016132","2023-01-12 13:51:41","5","3000","","SERBIAN","PL","","","","CW","CAN","116","1"
"E23010016133","2023-01-12 13:51:47","5","6400","","COLLEGE GROVE","WAY","","","","CW","K","451","1"
"E23010016134","2023-01-12 13:53:10","5","900","","F","ST","","","","CW","K","521","1"
"E23010016135","2023-01-12 13:53:28","5","1000","","05TH","AVE","","","","CW","K","524","1"
"E23010016136","2023-01-12 13:53:45","5","0","","14TH","ST","","L","","1140OD","K","521","0"
"E23010016137","2023-01-12 13:54:57","5","6500","","MONTEZUMA","RD","","","","1140OD","O","327","0"
"E23010016138","2023-01-12 13:55:16","5","7600","","SIEMPRE VIVA","RD","","","","1185","O","713","3"
"E23010016139","2023-01-12 13:56:15","5","1000","","SAMPSON","ST","","","","1185","O","511","3"
"E23010016140","2023-01-12 13:56:33","5","500","W","SAN YSIDRO","BLV","","","","415","K","712","2"
"E23010016141","2023-01-12 13:56:40","5","0","","TROJAN","AVE","","54TH","","911","K","826","1"
"E23010016142","2023-01-12 14:00:24","5","2900","","HEALTH CENTER","DR","","","","911","CAN","314","1"
"E23010016143","2023-01-12 14:00:54","5","1200","","MARKET","ST","","","","CW","K","521","1"
"E23010016144","2023-01-12 14:02:24","5","500","W","DATE","ST","","","","415N","K","528","3"
"E23010016145","2023-01-12 14:02:40","5","9500","","GOLD COAST","DR","","","","1185","R","242","3"
"E23010016146","2023-01-12 14:05:52","5","0","","COMSTOCK","ST","","LANGMUIR","","242","CAN","621","1"
"E23010016147","2023-01-12 14:08:42","5","0","","KEARNY MESA","RD","","MIRAMAR","","HZRD","O","243","1"
"E23010016148","2023-01-12 14:08:52","5","4800","","LEMAT","PL","","","","586","O","713","4"
"E23010016149","2023-01-12 14:09:09","5","1400","","02ND","AVE","","","","PLATE","R","526","2"
"E23010016150","2023-01-12 14:10:57","5","3000","","PALM","ST","","","","459A","CAN","813","2"
"E23010016151","2023-01-12 14:12:00","5","3800","","HALF MILE","DR","","","","SELENF","K","934","3"
"E23010016152","2023-01-12 14:12:50","5","1700","","MISSOURI","ST","","","","586","K","122","4"
"E23010016153","2023-01-12 14:13:01","5","0","","WASHINGTON","ST","","RICHMOND","","CW","K","624","1"
"E23010016155","2023-01-12 14:14:33","5","5900","","FEDERAL","BLV","","","","FOUND","R","433","4"
"E23010016156","2023-01-12 14:16:02","5","0","","14TH","ST","","","","CW","CAN","521","1"
"E23010016157","2023-01-12 14:17:06","5","13300","","PACIFIC","PL","","","","1021","K","934","3"
"E23010016158","2023-01-12 14:19:16","5","0","","PALM (SB)","AVE","","DENNERY","","415V","K","725","0"
"E23010016159","2023-01-12 14:20:40","5","4900","","CLAIREMONT","DR","","","","487","O","114","0"
"E23010016160","2023-01-12 14:23:31","5","5800","","MARIPOSA","PL","","","","242","K","439","1"
"E23010016161","2023-01-12 14:23:39","5","1000","","ANGELUS","AVE","","","","INFO","W","434","2"
"E23010016162","2023-01-12 14:24:43","5","300","","PARK","BLV","","","","FOOT","O","521","3"
"E23010016163","2023-01-12 14:25:01","5","3300","","MURPHY CANYON","RD","","","","415","CAN","311","2"
"E23010016164","2023-01-12 14:26:08","5","4200","","EASTGATE","MAL","","","","1186","CAN","115","3"
"E23010016165","2023-01-12 14:27:13","5","0","","HUXLEY","ST","","TOKALON","","FS","O","116","2"
"E23010016166","2023-01-12 14:28:53","5","13300","","SALMON RIVER","RD","","","","FD","K","233","2"
"E23010016167","2023-01-12 14:29:29","5","1200","","KEELER","CT","","","","586","O","442","4"
"E23010016168","2023-01-12 14:30:02","5","3600","","VAN DYKE","AVE","","","","CW","K","834","1"
"E23010016169","2023-01-12 14:31:34","5","3600","","47TH","ST","","","","T","O","833","2"
"E23010016170","2023-01-12 14:31:57","5","10600","","NORTH TORREY PINES","RD","","","","1183","K","126","0"
"E23010016172","2023-01-12 14:34:12","5","700","","LA CANADA","","","","","459C","O","124","2"
"E23010016173","2023-01-12 14:34:19","5","3100","","SPORTS ARENA","BLV","","","","415","K","611","2"
"E23010016174","2023-01-12 14:34:20","5","9200","","AERO","DR","","","","FU","O","311","2"
"E23010016175","2023-01-12 14:34:31","5","3400","","JAMUL","DR","","","","LOJACK","K","-1","1"
"E23010016176","2023-01-12 14:34:48","5","6300","","MIRA MESA","BLV","","","","MPSSTP","K","931","2"
"E23010016177","2023-01-12 14:35:55","5","1700","","PALM (SB)","AVE","","","","911","CAN","721","1"
"E23010016178","2023-01-12 14:36:29","5","1600","","COMMERCIAL","ST","","","","1186","O","521","3"
"E23010016179","2023-01-12 14:36:36","5","2300","","GROVE","AVE","","","","POP","K","722","3"
"E23010016180","2023-01-12 14:37:05","5","3100","","MIDWAY","DR","","","","415PP","K","611","2"
"E23010016181","2023-01-12 14:37:58","5","3600","","03RD","AVE","","","","602","K","627","2"
"E23010016182","2023-01-12 14:39:01","5","13300","","SALMON RIVER","RD","","","","FD","K","233","2"
"E23010016183","2023-01-12 14:39:28","5","7100","","MISSION GORGE","RD","","","","1183","K","322","0"
"E23010016184","2023-01-12 14:41:01","5","7500","","MIRAMAR","RD","","","","MTG","K","243","4"
"E23010016185","2023-01-12 14:41:48","5","4300","","FLORIDA","ST","","","","NONU","K","624","1"
"E23010016186","2023-01-12 14:41:49","5","1100","","27TH (SB)","ST","","","","FD","K","723","2"
"E23010016187","2023-01-12 14:42:12","5","6500","","COWLES MOUNTAIN","BLV","","","","1185","O","324","3"
"E23010016188","2023-01-12 14:42:23","5","0","","EAST MISSION BAY","DR","","CLAIREMONT","","INFOT","W","123","2"
"E23010016189","2023-01-12 14:42:41","5","4100","","EXECUTIVE","DR","","","","1185","O","115","3"
"E23010016190","2023-01-12 14:42:53","5","0","","KEARNY MESA","RD","","MIRAMAR","","1182","K","243","2"
"E23010016191","2023-01-12 14:43:47","5","4200","","MURPHY CANYON","RD","","","","MTG","K","313","4"
"E23010016192","2023-01-12 14:43:59","5","0","","PACIFIC HWY","WY","","HAWTHORN","","CW","K","527","1"
"E23010016193","2023-01-12 14:44:24","5","6700","","MIRA MESA","BLV","","","","MPSSTP","K","931","2"
"E23010016194","2023-01-12 14:44:38","5","0","","ROSECRANS","ST","","SHELTER ISLAND","","1183","R","615","0"
"E23010016195","2023-01-12 14:46:19","5","5200","","ORANGE","AVE","","","","FU","K","826","2"
"E23010016196","2023-01-12 14:46:27","5","0","","INTERSTATE 905 EB","","","CALIENTE","","T","O","713","2"
"E23010016197","2023-01-12 14:47:22","5","4500","","GLACIER","AVE","","","","TRO","R","321","3"
"E23010016198","2023-01-12 14:47:33","5","3600","","POCAHONTAS","CT","","","","FU","O","114","2"
"E23010016199","2023-01-12 14:48:55","5","3200","","ACACIA","ST","","","","1186","O","813","3"
"E23010016200","2023-01-12 14:50:08","5","2200","","BEYER","BLV","","","","1016","A","724","2"
"E23010016201","2023-01-12 14:50:42","5","900","","BROADWAY","","","","","1130","K","524","1"
"E23010016202","2023-01-12 14:52:40","5","200","","LEWIS","ST","","","","AU2","W","627","2"
"E23010016203","2023-01-12 14:52:44","5","1500","","KENALAN","DR","","","","INFO","W","723","2"
"E23010016204","2023-01-12 14:52:52","5","9300","","HILLERY","DR","","","","911","U","242","1"
"E23010016205","2023-01-12 14:53:34","5","1400","","BROADWAY","","","","","LOST","R","521","4"
"E23010016206","2023-01-12 14:54:22","5","1400","","EL PRADO","","","","","314","K","531","2"
"E23010016207","2023-01-12 14:55:40","5","3100","","MISSION","BLV","","","","1186","K","121","3"
"E23010016208","2023-01-12 14:56:20","5","1300","","ORO VISTA","RD","","","","INFO","W","722","2"
"E23010016209","2023-01-12 14:57:13","5","0","","15TH","ST","","E","","COVER","A","521","0"
"E23010016210","2023-01-12 14:58:39","5","8100","","MIRA MESA","BLV","","","","SELENF","K","242","3"
"E23010016212","2023-01-12 14:59:29","5","1100","","27TH (SB)","ST","","","","FD","K","723","2"
"E23010016213","2023-01-12 14:59:32","5","1700","","COMMERCIAL","ST","","","","415V","K","521","1"
"E23010016214","2023-01-12 14:59:42","5","15800","","TRENT","PL","","","","CW","K","937","1"
"E23010016215","2023-01-12 15:01:55","5","3000","","OCEAN FRONT","WAL","","","","FD","K","121","2"
"E23010016216","2023-01-12 15:02:32","5","4900","","SANTA MONICA","AVE","","","","488","O","614","2"
"E23010016217","2023-01-12 15:02:54","5","2200","","MAIN","ST","","","","1182","O","511","2"
"E23010016218","2023-01-12 15:04:03","5","1000","","DARWIN","PL","","","","415","K","723","2"
"E23010016219","2023-01-12 15:06:02","5","1600","","FIESTA ISLAND","RD","","","","MPSSTP","R","123","2"
"E23010016220","2023-01-12 15:06:11","5","3800","","BOUNDARY","ST","","","","T","K","813","2"
"E23010016221","2023-01-12 15:06:29","5","2500","","IMPERIAL","AVE","","","","10851R","W","512","2"
"E23010016222","2023-01-12 15:07:00","5","0","W","B","ST","","COLUMBIA","","1185","O","524","3"
"E23010016223","2023-01-12 15:07:06","5","10800","","LAMENTIN","CT","","","","CW","A","312","1"
"E23010016225","2023-01-12 15:07:54","5","3500","","CORPORATE","CT","","","","911","CAN","311","1"
"E23010016226","2023-01-12 15:08:52","5","0","","PRIVATE","RD","","","","MPSSTP","O","-1","2"
"E23010016227","2023-01-12 15:09:27","5","4400","","PAOLA","WAY","","","","1153","K","111","2"
"E23010016228","2023-01-12 15:10:35","5","8300","","MIRA MESA","BLV","","","","1183","K","242","0"
"E23010016229","2023-01-12 15:11:16","5","3700","","EAGLE","ST","","","","11-7","O","627","1"
"E23010016230","2023-01-12 15:11:19","5","3900","","04TH","AVE","","","","602","K","627","2"
"E23010016231","2023-01-12 15:13:31","5","7100","","MISSION GORGE","RD","","","","488","R","322","2"
"E23010016232","2023-01-12 15:16:31","5","18100","","WEST BERNARDO","DR","","","","10851R","S","234","2"
"E23010016233","2023-01-12 15:16:58","5","5200","","LINDA VISTA","RD","","","","AU2","CAN","622","2"
"E23010016234","2023-01-12 15:17:57","5","1600","","G","ST","","","","FOUND","R","521","4"
"E23010016235","2023-01-12 15:18:02","5","0","","FRIARS","RD","","NAPA","","HZRD","DUP","622","2"
"E23010016236","2023-01-12 15:18:09","5","1200","","FASHION VALLEY","RD","","","","911P","CAN","623","2"
"E23010016237","2023-01-12 15:18:39","5","1400","S","40TH","ST","","","","415PP","U","442","2"
"E23010016238","2023-01-12 15:18:55","5","1600","","PALM (SB)","AVE","","","","586","K","721","4"
"E23010016239","2023-01-12 15:20:01","5","3500","","SPORTS ARENA","BLV","","","","T","K","611","2"
"E23010016240","2023-01-12 15:21:22","5","1900","","SAN DIEGO","AVE","","","","211","A","626","0"
"E23010016241","2023-01-12 15:21:49","5","0","","PENNANT","WAY","","HONORS","","T","O","115","2"
"E23010016242","2023-01-12 15:22:30","5","100","W","SEAWARD","AVE","","","","5150","O","712","2"
"E23010016243","2023-01-12 15:22:59","5","11700","","LOMICA","DR","","","","FU","K","234","2"
"E23010016244","2023-01-12 15:23:09","5","700","","GARNET","AVE","","","","SELENF","CAN","122","3"
"E23010016246","2023-01-12 15:24:18","5","0","","HANCOCK","ST","","WASHINGTON","","FOUND","R","628","4"
"E23010016248","2023-01-12 15:25:57","5","0","","PARK","BLV","","C","","CW","K","521","1"
"E23010016249","2023-01-12 15:25:59","5","4800","","PESCADERO","AVE","","","","10852","K","614","1"
"E23010016250","2023-01-12 15:27:06","5","0","","14TH","ST","","G","","CC","CAN","521","2"
"E23010016251","2023-01-12 15:27:38","5","0","","GRAND","AVE","","NOYES","","1181","R","122","0"
"E23010016252","2023-01-12 15:28:35","5","2400","","UNIVERSITY","AVE","","","","CW","K","813","1"
"E23010016253","2023-01-12 15:28:51","5","6800","","GENESEE","AVE","","","","1188","K","115","2"
"E23010016254","2023-01-12 15:29:32","5","500","N","02ND","ST","","","","MPSSTP","O","-1","2"
"E23010016255","2023-01-12 15:29:33","5","17000","","WEST BERNARDO","DR","","","","FU","K","234","2"
"E23010016256","2023-01-12 15:29:44","5","2800","","JACKSON","ST","","","","415","K","625","2"
"E23010016257","2023-01-12 15:30:21","5","5500","","CHURCHWARD","ST","","","","5150","K","432","2"
"E23010016258","2023-01-12 15:32:27","5","0","","EL AMIGO","RD","","CONDESA","","10851E","R","933","3"
"E23010016260","2023-01-12 15:33:07","5","7200","","NAVAJO","RD","","","","AU1171","W","325","1"
"E23010016262","2023-01-12 15:37:29","5","2300","","FAMOSA","BLV","","","","SELENF","K","613","3"
"E23010016263","2023-01-12 15:38:36","5","6500","","JAFFE","CT","","","","C6","K","324","2"
"E23010016264","2023-01-12 15:39:23","5","2400","","UNIVERSITY","AVE","","","","1151","K","813","2"
"E23010016265","2023-01-12 15:39:24","5","16700","","VIA DEL CAMPO","","","","","FU","O","234","2"
"E23010016266","2023-01-12 15:39:32","5","2800","","HORNET","WAY","","","","1171","K","611","1"
"E23010016267","2023-01-12 15:40:33","5","9800","","JOSH","LN","","","","SELENF","K","242","3"
"E23010016268","2023-01-12 15:40:59","5","12000","","WORLD TRADE","DR","","","","415","K","232","2"
"E23010016269","2023-01-12 15:41:37","5","8300","","MIRA MESA","BLV","","","","459A","CAN","242","3"
"E23010016270","2023-01-12 15:42:02","5","0","","WEST MISSION BAY","DR","","SEA WORLD","","CW","K","123","1"
"E23010016271","2023-01-12 15:42:07","5","200","","EUCLID","AVE","","","","T","O","446","2"
"E23010016272","2023-01-12 15:42:17","5","2900","","ALTA VIEW","DR","","","","415PP","O","437","2"
"E23010016273","2023-01-12 15:43:15","5","4100","","41ST","ST","","","","586","O","832","4"
"E23010016274","2023-01-12 15:45:37","5","0","SB","15","","","MARKET","","AU1171","W","516","1"
"E23010016275","2023-01-12 15:45:52","5","6300","","EL CAJON","BLV","","","","20002","R","821","1"
"E23010016276","2023-01-12 15:46:10","5","0","","UNNAMED","ST","","","","MPSSTP","O","-1","2"
"E23010016277","2023-01-12 15:46:57","5","0","W","ARBOR","DR","","FRONT","","415","CAN","627","2"
"E23010016278","2023-01-12 15:46:57","5","0","","30TH","ST","","","","459A","W","813","2"
"E23010016279","2023-01-12 15:47:49","5","1300","","SURFWOOD","LN","","","","1185","O","725","3"
"E23010016280","2023-01-12 15:47:52","5","9900","","KIKA","CT","","","","CW","U","242","2"
