,incident_num,date_time,day_of_week,address_number_primary,address_dir_primary,address_road_primary,address_sfx_primary,address_dir_intersecting,address_road_intersecting,address_sfx_intersecting,call_type,disposition,beat,priority,address_number_primary_str,Address
28249,E23010030251,2023-01-22 09:21:23,1,2300,,REO,DR,,,,459A,K,438,3,2300,"2300 REO DR San Diego, California"
28250,E23010030252,2023-01-22 09:21:58,1,800,,PEARL,ST,,,,459A,K,124,2,800,"800 PEARL ST San Diego, California"
28251,E23010030253,2023-01-22 09:24:05,1,9500,,MIRA MESA,BLV,,,,SELENF,K,242,3,9500,"9500 MIRA MESA BLV San Diego, California"
28252,E23010030254,2023-01-22 09:26:45,1,1400,,CAMINO DE LA REINA,,,,,1151,K,315,2,1400,"1400 CAMINO DE LA REINA San Diego, California"
28253,E23010030255,2023-01-22 09:29:09,1,0,,SABRE SPRINGS,PKY,,MORNING CREEK DR N,,T,K,231,2,,"SABRE SPRINGS PKY San Diego, California"
28254,E23010030256,2023-01-22 09:32:31,1,2000,,FRANKLIN,AVE,,,,CW,K,512,1,2000,"2000 FRANKLIN AVE San Diego, California"
28255,E23010030257,2023-01-22 09:32:58,1,2300,,NORTHSIDE,DR,,,,415,CAN,315,2,2300,"2300 NORTHSIDE DR San Diego, California"
28256,E23010030258,2023-01-22 09:33:10,1,0,,MISSION GORGE,RD,,JACKSON,,AU2,W,325,2,,"MISSION GORGE RD San Diego, California"
28257,E23010030259,2023-01-22 09:34:47,1,4100,,JAMUL,AVE,,,,415,K,441,2,4100,"4100 JAMUL AVE San Diego, California"
28258,E23010030260,2023-01-22 09:35:58,1,7100,,PRINCESS VIEW,DR,,,,T,O,322,2,7100,"7100 PRINCESS VIEW DR San Diego, California"
28259,E23010030261,2023-01-22 09:36:21,1,2600,,55TH,ST,,,,586,U,451,4,2600,"2600 55TH ST San Diego, California"
28260,E23010030262,2023-01-22 09:36:44,1,2300,,JEFFERSON,ST,,,,SELENF,O,625,3,2300,"2300 JEFFERSON ST San Diego, California"
28261,E23010030263,2023-01-22 09:36:49,1,1600,,PARKLAND,WAY,,,,CCCC,W,437,4,1600,"1600 PARKLAND WAY San Diego, California"
28262,E23010030264,2023-01-22 09:37:09,1,2300,,JEFFERSON,ST,,,,SELENF,O,625,3,2300,"2300 JEFFERSON ST San Diego, California"
28263,E23010030265,2023-01-22 09:37:17,1,0,,08TH,AVE,,ISLAND,,10851R,R,521,2,,"08TH AVE San Diego, California"
28264,E23010030266,2023-01-22 09:40:00,1,4200,,CHAMOUNE,AVE,,,,MPSSTP,O,831,2,4200,"4200 CHAMOUNE AVE San Diego, California"
28265,E23010030267,2023-01-22 09:42:27,1,10700,,GREENFORD,DR,,,,T,O,242,2,10700,"10700 GREENFORD DR San Diego, California"
28266,E23010030268,2023-01-22 09:48:14,1,1000,,FIESTA ISLAND,RD,,,,23103,K,123,2,1000,"1000 FIESTA ISLAND RD San Diego, California"
28267,E23010030269,2023-01-22 09:49:29,1,6400,,EL CAJON,BLV,,,,415CN,K,821,3,6400,"6400 EL CAJON BLV San Diego, California"
28268,E23010030270,2023-01-22 09:49:30,1,0,,06TH,AVE,,BROADWAY,,417,K,523,0,,"06TH AVE San Diego, California"
28269,E23010030271,2023-01-22 09:49:30,1,4400,,CAMINO DE LA PLAZA,,,,,415,K,712,2,4400,"4400 CAMINO DE LA PLAZA San Diego, California"
28270,E23010030272,2023-01-22 09:49:50,1,3600,,VOIGT,DR,,,,CW,K,115,1,3600,"3600 VOIGT DR San Diego, California"
28271,E23010030273,2023-01-22 09:51:12,1,2200,,FORT STOCKTON,DR,,,,459A,CAN,626,2,2200,"2200 FORT STOCKTON DR San Diego, California"
28272,E23010030274,2023-01-22 09:51:48,1,0,,SABRE SPRINGS,PKY,,CREEKVIEW,,SELENF,K,231,3,,"SABRE SPRINGS PKY San Diego, California"
28273,E23010030276,2023-01-22 09:52:31,1,4600,,ORANGE,AVE,,,,MPSSTP,O,831,2,4600,"4600 ORANGE AVE San Diego, California"
28274,E23010030277,2023-01-22 09:53:40,1,500,S,30TH,ST,,,,SELENF,O,512,3,500,"500 S 30TH ST San Diego, California"
28275,E23010030278,2023-01-22 09:53:56,1,0,,18TH,ST,,ELM,,11-6,R,721,1,,"18TH ST San Diego, California"
28276,E23010030279,2023-01-22 09:54:40,1,5900,,MISSION GORGE,RD,,,,FOOT,K,321,3,5900,"5900 MISSION GORGE RD San Diego, California"
28277,E23010030280,2023-01-22 09:55:30,1,500,,WHITMORE,ST,,,,FU,O,444,2,500,"500 WHITMORE ST San Diego, California"
28278,E23010030281,2023-01-22 09:58:14,1,13800,,MANGO,DR,,,,CW,K,933,1,13800,"13800 MANGO DR San Diego, California"
28279,E23010030282,2023-01-22 09:59:37,1,1600,,CAMINO DEL RIO NORTH,,,,,CC,K,315,3,1600,"1600 CAMINO DEL RIO NORTH San Diego, California"
28280,E23010030284,2023-01-22 09:59:56,1,1900,,HARRISON,AVE,,,,SELENF,K,512,3,1900,"1900 HARRISON AVE San Diego, California"
28281,E23010030285,2023-01-22 10:00:25,1,0,NB,15,,,FRIARS,,T,K,315,2,,"NB 15 San Diego, California"
28282,E23010030286,2023-01-22 10:00:49,1,4200,,37TH,ST,,,,INFO,W,838,2,4200,"4200 37TH ST San Diego, California"
28283,E23010030287,2023-01-22 10:01:00,1,1100,,01ST,AVE,,,,SELENF,K,524,3,1100,"1100 01ST AVE San Diego, California"
28284,E23010030288,2023-01-22 10:01:05,1,7100,,PRINCESS VIEW,DR,,,,T,O,322,2,7100,"7100 PRINCESS VIEW DR San Diego, California"
28285,E23010030289,2023-01-22 10:01:08,1,4500,,PARK,BLV,,,,INFO,W,624,2,4500,"4500 PARK BLV San Diego, California"
28286,E23010030290,2023-01-22 10:06:55,1,7600,,HAZARD CENTER,DR,,,,1016,A,315,2,7600,"7600 HAZARD CENTER DR San Diego, California"
28287,E23010030291,2023-01-22 10:08:04,1,15500,,SAN PASQUAL VALLEY,RD,,,,1186,K,235,3,15500,"15500 SAN PASQUAL VALLEY RD San Diego, California"
28288,E23010030292,2023-01-22 10:10:36,1,4300,,SHERIDAN,LN,,,,10851RR,R,321,2,4300,"4300 SHERIDAN LN San Diego, California"
28289,E23010030293,2023-01-22 10:11:23,1,0,,SCRIPPS POWAY,PKY,,INTERSTATE 15 NB,,T,K,246,2,,"SCRIPPS POWAY PKY San Diego, California"
28290,E23010030294,2023-01-22 10:12:26,1,3600,,04TH,AVE,,,,602,O,627,2,3600,"3600 04TH AVE San Diego, California"
28291,E23010030295,2023-01-22 10:15:40,1,0,W,ASH,ST,,UNION,,5150,K,528,2,,"W ASH ST San Diego, California"
28292,E23010030296,2023-01-22 10:15:41,1,5100,,SEAGROVE,CT,,,,1131A,CAN,934,1,5100,"5100 SEAGROVE CT San Diego, California"
28293,E23010030297,2023-01-22 10:17:04,1,4500,,60TH,ST,,,,11-6,K,822,1,4500,"4500 60TH ST San Diego, California"
28294,E23010030300,2023-01-22 10:21:16,1,500,W,HARBOR,DR,,,,FU,K,522,2,500,"500 W HARBOR DR San Diego, California"
28295,E23010030301,2023-01-22 10:22:16,1,1600,,CAMINO DE LA REINA,,,,,1016,K,315,2,1600,"1600 CAMINO DE LA REINA San Diego, California"
28296,E23010030302,2023-01-22 10:25:24,1,6000,,EL CAJON,BLV,,,,T,K,822,2,6000,"6000 EL CAJON BLV San Diego, California"
28297,E23010030303,2023-01-22 10:25:35,1,0,,04TH,AVE,,,,SELENF,K,522,3,,"04TH AVE San Diego, California"
28298,E23010030304,2023-01-22 10:25:56,1,500,,69TH,ST,,,,CC,O,436,3,500,"500 69TH ST San Diego, California"
28299,E23010030305,2023-01-22 10:26:23,1,4100,,HAMILTON,ST,,,,586,U,813,2,4100,"4100 HAMILTON ST San Diego, California"
28300,E23010030306,2023-01-22 10:27:23,1,700,E,SAN YSIDRO,BLV,,,,911P,CAN,714,2,700,"700 E SAN YSIDRO BLV San Diego, California"
28301,E23010030308,2023-01-22 10:27:35,1,1200,,FASHION VALLEY,RD,,,,911P,CAN,623,2,1200,"1200 FASHION VALLEY RD San Diego, California"
28302,E23010030309,2023-01-22 10:28:39,1,3400,,COLLEGE,AVE,,,,CC,K,451,2,3400,"3400 COLLEGE AVE San Diego, California"
28303,E23010030310,2023-01-22 10:30:12,1,700,,08TH,AVE,,,,5150,CAN,524,2,700,"700 08TH AVE San Diego, California"
28304,E23010030311,2023-01-22 10:30:57,1,3700,,VIA DE LA VALLE,,,,,HZRD,K,-1,1,3700,"3700 VIA DE LA VALLE San Diego, California"
28305,E23010030312,2023-01-22 10:31:40,1,0,,ESTRELLA,AVE,,UNIVERSITY,,1183,K,828,0,,"ESTRELLA AVE San Diego, California"
28306,E23010030313,2023-01-22 10:32:14,1,4200,,45TH,ST,,,,10851RR,R,831,2,4200,"4200 45TH ST San Diego, California"
28307,E23010030314,2023-01-22 10:32:38,1,0,,EUCLID,AVE,,UNIVERSITY,,415V,DUP,828,1,,"EUCLID AVE San Diego, California"
28308,E23010030315,2023-01-22 10:34:26,1,0,,06TH,AVE,,,,SELENF,K,523,3,,"06TH AVE San Diego, California"
28309,E23010030316,2023-01-22 10:34:41,1,2600,,MARKET,ST,,,,10851R,R,515,2,2600,"2600 MARKET ST San Diego, California"
28310,E23010030317,2023-01-22 10:34:43,1,1400,,LA PLAYA,AVE,,,,20002R,CAN,122,3,1400,"1400 LA PLAYA AVE San Diego, California"
28311,E23010030318,2023-01-22 10:36:33,1,600,,QUAIL,ST,,,,487,K,444,1,600,"600 QUAIL ST San Diego, California"
28312,E23010030319,2023-01-22 10:36:47,1,14400,,PENASQUITOS,DR,,,,459A,K,233,3,14400,"14400 PENASQUITOS DR San Diego, California"
28313,E23010030320,2023-01-22 10:38:59,1,3200,,SPORTS ARENA,BLV,,,,T,K,611,2,3200,"3200 SPORTS ARENA BLV San Diego, California"
28314,E23010030321,2023-01-22 10:39:00,1,800,W,E,ST,,,,SELENF,K,522,3,800,"800 W E ST San Diego, California"
28315,E23010030323,2023-01-22 10:39:18,1,700,,GRAND,AVE,,,,415N,K,122,3,700,"700 GRAND AVE San Diego, California"
28316,E23010030324,2023-01-22 10:39:31,1,2300,,CALLE TORTUOSA,,,,,415V,CAN,438,1,2300,"2300 CALLE TORTUOSA San Diego, California"
28317,E23010030325,2023-01-22 10:39:38,1,4400,,47TH,ST,,,,415N,K,824,3,4400,"4400 47TH ST San Diego, California"
28318,E23010030326,2023-01-22 10:41:11,1,600,,F,ST,,,,1016,A,524,2,600,"600 F ST San Diego, California"
28319,E23010030327,2023-01-22 10:41:20,1,4500,,PARK,BLV,,,,SELENF,K,624,3,4500,"4500 PARK BLV San Diego, California"
28320,E23010030328,2023-01-22 10:42:07,1,1400,,BROADWAY,,,,,1186,K,521,3,1400,"1400 BROADWAY San Diego, California"
28321,E23010030329,2023-01-22 10:42:53,1,0,,LAKEPORT,RD,,MANILA,,AU1171,K,242,1,,"LAKEPORT RD San Diego, California"
28322,E23010030330,2023-01-22 10:44:46,1,1500,,MORENA,BLV,,,,242,R,116,1,1500,"1500 MORENA BLV San Diego, California"
28323,E23010030331,2023-01-22 10:44:59,1,9800,,MIRA LEE,WAY,,,,1153,K,242,2,9800,"9800 MIRA LEE WAY San Diego, California"
28324,E23010030332,2023-01-22 10:45:10,1,4100,,01ST,AVE,,,,CW,K,627,1,4100,"4100 01ST AVE San Diego, California"
28325,E23010030333,2023-01-22 10:46:55,1,4700,,COLLEGE,AVE,,,,T,O,326,2,4700,"4700 COLLEGE AVE San Diego, California"
28326,E23010030335,2023-01-22 10:47:42,1,7800,,WESTSIDE,DR,,,,CW,K,311,1,7800,"7800 WESTSIDE DR San Diego, California"
28327,E23010030336,2023-01-22 10:49:29,1,800,,05TH,AVE,,,,594R,R,523,3,800,"800 05TH AVE San Diego, California"
28328,E23010030337,2023-01-22 10:50:36,1,1800,,ISLAND,AVE,,,,SELENF,O,514,3,1800,"1800 ISLAND AVE San Diego, California"
28329,E23010030338,2023-01-22 10:51:49,1,0,,COLLEGE,AVE,,EL CAJON,,FD,K,822,2,,"COLLEGE AVE San Diego, California"
28330,E23010030339,2023-01-22 10:52:31,1,4400,,PALM (SB),AVE,,,,ANIMAL,W,723,1,4400,"4400 PALM (SB) AVE San Diego, California"
28331,E23010030340,2023-01-22 10:53:02,1,0,,ALTA VIEW,DR,,DORIANA,,586,O,438,2,,"ALTA VIEW DR San Diego, California"
28332,E23010030341,2023-01-22 10:55:52,1,5000,,CAMINO SAN FERMIN,,,,,CC,K,934,3,5000,"5000 CAMINO SAN FERMIN San Diego, California"
28333,E23010030342,2023-01-22 10:56:03,1,3000,,MIDWAY,DR,,,,T,O,611,2,3000,"3000 MIDWAY DR San Diego, California"
28334,E23010030343,2023-01-22 10:58:19,1,1600,,PUTERBAUGH,ST,,,,5150,CAN,628,2,1600,"1600 PUTERBAUGH ST San Diego, California"
28335,E23010030344,2023-01-22 10:58:40,1,15500,,VIA LA VENTANA,,,,,10852R,K,245,9,15500,"15500 VIA LA VENTANA San Diego, California"
28336,E23010030345,2023-01-22 11:00:46,1,0,,MONTEZUMA,RD,,COLLEGE,,1151,O,327,2,,"MONTEZUMA RD San Diego, California"
28337,E23010030346,2023-01-22 11:02:00,1,10200,,SAN DIEGO MISSION,RD,,,,CW,A,321,1,10200,"10200 SAN DIEGO MISSION RD San Diego, California"
28338,E23010030347,2023-01-22 11:02:10,1,11100,,LEE,WAY,,,,10851R,R,242,2,11100,"11100 LEE WAY San Diego, California"
28339,E23010030348,2023-01-22 11:02:30,1,1900,,B,ST,,,,SELENF,K,517,3,1900,"1900 B ST San Diego, California"
28340,E23010030349,2023-01-22 11:03:43,1,1400,,01ST,AVE,,,,242R,O,526,2,1400,"1400 01ST AVE San Diego, California"
28341,E23010030350,2023-01-22 11:04:45,1,3400,,43RD,ST,,,,242,A,834,1,3400,"3400 43RD ST San Diego, California"
28342,E23010030351,2023-01-22 11:05:25,1,2500,,BACON,ST,,,,415,K,614,2,2500,"2500 BACON ST San Diego, California"
28343,E23010030352,2023-01-22 11:07:30,1,2700,,ADRIAN,ST,,,,HZRD,K,613,1,2700,"2700 ADRIAN ST San Diego, California"
28344,E23010030353,2023-01-22 11:07:56,1,3000,,CHILDRENS,WAY,,,,911,CAN,314,1,3000,"3000 CHILDRENS WAY San Diego, California"
28345,E23010030354,2023-01-22 11:09:15,1,2200,,E,ST,,,,SELENF,K,517,3,2200,"2200 E ST San Diego, California"
28346,E23010030355,2023-01-22 11:09:41,1,2700,,MARCY,AVE,,,,459A,W,512,2,2700,"2700 MARCY AVE San Diego, California"
28347,E23010030356,2023-01-22 11:12:22,1,12800,,EL CAMINO REAL,,,,,CW,CAN,934,1,12800,"12800 EL CAMINO REAL San Diego, California"
28348,E23010030357,2023-01-22 11:12:24,1,3000,,CHILDRENS,WAY,,,,911,CAN,314,1,3000,"3000 CHILDRENS WAY San Diego, California"
28349,E23010030359,2023-01-22 11:14:34,1,0,,CHAMOUNE,AVE,,UNIVERSITY,,INFO,W,831,2,,"CHAMOUNE AVE San Diego, California"
28350,E23010030360,2023-01-22 11:16:00,1,4200,,ETA,ST,,,,459A,U,443,3,4200,"4200 ETA ST San Diego, California"
28351,E23010030361,2023-01-22 11:17:20,1,6400,,LAKE KATHLEEN,AVE,,,,11-7,K,324,1,6400,"6400 LAKE KATHLEEN AVE San Diego, California"
28352,E23010030362,2023-01-22 11:18:59,1,0,,CAPE MAY,AVE,,ABBOTT,,586,O,614,4,,"CAPE MAY AVE San Diego, California"
28353,E23010030363,2023-01-22 11:19:20,1,3500,,EUCLID,AVE,,,,602,K,833,2,3500,"3500 EUCLID AVE San Diego, California"
28354,E23010030364,2023-01-22 11:23:00,1,1000,,FIESTA ISLAND,RD,,,,1151,O,123,2,1000,"1000 FIESTA ISLAND RD San Diego, California"
28355,E23010030365,2023-01-22 11:24:32,1,5200,,LEWISON,AVE,,,,402B,O,322,2,5200,"5200 LEWISON AVE San Diego, California"
28356,E23010030366,2023-01-22 11:25:51,1,6200,,STANLEY,AVE,,,,415V,K,821,1,6200,"6200 STANLEY AVE San Diego, California"
28357,E23010030367,2023-01-22 11:27:44,1,0,,16TH,ST,,J,,1149,O,521,2,,"16TH ST San Diego, California"
28358,E23010030368,2023-01-22 11:27:44,1,2200,,VANCOUVER,AVE,,,,911,K,813,1,2200,"2200 VANCOUVER AVE San Diego, California"
28359,E23010030369,2023-01-22 11:27:52,1,2800,,GRAPE,ST,,,,SELENF,K,518,3,2800,"2800 GRAPE ST San Diego, California"
28360,E23010030370,2023-01-22 11:30:38,1,2600,,WOMBLE,RD,,,,1185,O,611,3,2600,"2600 WOMBLE RD San Diego, California"
28361,E23010030371,2023-01-22 11:30:53,1,13600,,PASEO CARDIEL,,,,,PLATE,R,233,2,13600,"13600 PASEO CARDIEL San Diego, California"
28362,E23010030372,2023-01-22 11:32:14,1,3400,,43RD,ST,,,,INFO,W,834,2,3400,"3400 43RD ST San Diego, California"
28363,E23010030373,2023-01-22 11:33:10,1,2800,,MADISON,AVE,,,,459A,K,813,2,2800,"2800 MADISON AVE San Diego, California"
28364,E23010030374,2023-01-22 11:33:30,1,9400,,RUFFIN,CT,,,,RJ,W,313,2,9400,"9400 RUFFIN CT San Diego, California"
28365,E23010030375,2023-01-22 11:33:39,1,3400,,COLLEGE,AVE,,,,415V,K,451,1,3400,"3400 COLLEGE AVE San Diego, California"
28366,E23010030376,2023-01-22 11:34:23,1,5400,,KEARNY MESA,RD,,,,1183,K,313,0,5400,"5400 KEARNY MESA RD San Diego, California"
28367,E23010030377,2023-01-22 11:38:02,1,1200,,IMPERIAL,AVE,,,,415,K,541,2,1200,"1200 IMPERIAL AVE San Diego, California"
28368,E23010030378,2023-01-22 11:38:09,1,0,SB,5,,,CARMEL VALLEY,,AU2,W,933,2,,"SB 5 San Diego, California"
28369,E23010030379,2023-01-22 11:39:54,1,400,S,VISTA,AVE,,,,T,K,712,2,400,"400 S VISTA AVE San Diego, California"
28370,E23010030380,2023-01-22 11:40:29,1,4000,,TAYLOR,ST,,,,INFO,W,625,2,4000,"4000 TAYLOR ST San Diego, California"
28371,E23010030381,2023-01-22 11:41:04,1,5200,,MARIGOT,PL,,,,CW,K,312,1,5200,"5200 MARIGOT PL San Diego, California"
28372,E23010030382,2023-01-22 11:42:03,1,3600,,LEMONA,AVE,,,,1146,K,827,0,3600,"3600 LEMONA AVE San Diego, California"
28373,E23010030383,2023-01-22 11:44:09,1,5300,,MISSION CENTER,RD,,,,459A,K,315,3,5300,"5300 MISSION CENTER RD San Diego, California"
28374,E23010030384,2023-01-22 11:45:08,1,8700,,LA JOLLA SHORES,DR,,,,INFO,W,124,2,8700,"8700 LA JOLLA SHORES DR San Diego, California"
28375,E23010030385,2023-01-22 11:45:49,1,3500,,SPORTS ARENA,BLV,,,,1186,K,611,3,3500,"3500 SPORTS ARENA BLV San Diego, California"
28376,E23010030386,2023-01-22 11:46:52,1,3800,,SHERMAN,ST,,,,FD,K,611,2,3800,"3800 SHERMAN ST San Diego, California"
28377,E23010030387,2023-01-22 11:47:21,1,200,,25TH,ST,,,,T,K,514,2,200,"200 25TH ST San Diego, California"
28378,E23010030388,2023-01-22 11:47:28,1,4500,,39TH,ST,,,,415,K,811,2,4500,"4500 39TH ST San Diego, California"
28379,E23010030389,2023-01-22 11:49:23,1,0,,CONVOY,ST,,RAYTHEON,,211-SUSP,A,313,1,,"CONVOY ST San Diego, California"
28380,E23010030390,2023-01-22 11:49:40,1,400,S,VISTA,AVE,,,,FD,K,712,2,400,"400 S VISTA AVE San Diego, California"
28381,E23010030391,2023-01-22 11:49:56,1,0,,IMPERIAL,AVE,,MERLIN,,HZRD,K,432,1,,"IMPERIAL AVE San Diego, California"
28382,E23010030392,2023-01-22 11:50:58,1,7900,,FROST,ST,,,,911,CAN,314,1,7900,"7900 FROST ST San Diego, California"
28383,E23010030393,2023-01-22 11:51:37,1,100,W,SAN YSIDRO,BLV,,,,459R,R,712,3,100,"100 W SAN YSIDRO BLV San Diego, California"
28384,E23010030395,2023-01-22 11:54:02,1,4800,,62ND,ST,,,,5150,O,327,2,4800,"4800 62ND ST San Diego, California"
28385,E23010030396,2023-01-22 11:55:48,1,9200,,CAPRICORN,WAY,,,,T,O,242,2,9200,"9200 CAPRICORN WAY San Diego, California"
28386,E23010030397,2023-01-22 11:57:01,1,0,W,SAN YSIDRO,BLV,,SUNSET LN,,5150V,K,712,1,,"W SAN YSIDRO BLV San Diego, California"
28387,E23010030398,2023-01-22 11:57:43,1,0,,IMPERIAL,AVE,,,,SELENF,K,514,3,,"IMPERIAL AVE San Diego, California"
28388,E23010030399,2023-01-22 11:58:29,1,3100,,MISSION,BLV,,,,1186,CAN,121,3,3100,"3100 MISSION BLV San Diego, California"
28389,E23010030400,2023-01-22 11:58:56,1,10900,,JASMINE CREST,LN,,,,CW,CAN,931,1,10900,"10900 JASMINE CREST LN San Diego, California"
28390,E23010030401,2023-01-22 11:59:10,1,1600,,NATIONAL,AVE,,,,SELENF,O,511,3,1600,"1600 NATIONAL AVE San Diego, California"
28391,E23010030402,2023-01-22 11:59:10,1,4000,,HENRY,ST,,,,415PP,O,626,2,4000,"4000 HENRY ST San Diego, California"
28392,E23010030403,2023-01-22 11:59:53,1,700,W,SAN YSIDRO,BLV,,,,415V,DUP,712,1,700,"700 W SAN YSIDRO BLV San Diego, California"
28393,E23010030404,2023-01-22 12:00:22,1,3300,,ROSECRANS,ST,,,,459R,O,611,3,3300,"3300 ROSECRANS ST San Diego, California"
28394,E23010030405,2023-01-22 12:03:34,1,0,,GRAMERCY,DR,,MOBLEY,,FIREWORK,W,311,2,,"GRAMERCY DR San Diego, California"
28395,E23010030406,2023-01-22 12:03:43,1,0,WB,56,,,RANCHO PENASQUITOS,,HZRD,W,233,1,,"WB 56 San Diego, California"
28396,E23010030407,2023-01-22 12:03:45,1,1200,,COAST,BLV,,,,10851R,O,124,2,1200,"1200 COAST BLV San Diego, California"
28397,E23010030408,2023-01-22 12:04:09,1,0,,14TH,ST,,,,415,K,521,2,,"14TH ST San Diego, California"
28398,E23010030409,2023-01-22 12:04:21,1,13300,,GREENSTONE,CT,,,,459A,U,245,2,13300,"13300 GREENSTONE CT San Diego, California"
28399,E23010030410,2023-01-22 12:04:22,1,0,,CUSHING,RD,,CHAUNCEY,,594R,R,611,2,,"CUSHING RD San Diego, California"
28400,E23010030411,2023-01-22 12:04:35,1,13500,,PASEO CARDIEL,,,,,T,R,233,2,13500,"13500 PASEO CARDIEL San Diego, California"
28401,E23010030412,2023-01-22 12:08:31,1,12900,,CARMEL CREEK,RD,,,,PLATE,R,934,2,12900,"12900 CARMEL CREEK RD San Diego, California"
28402,E23010030413,2023-01-22 12:10:00,1,5400,,BRUNSWICK,AVE,,,,1146,R,322,0,5400,"5400 BRUNSWICK AVE San Diego, California"
28403,E23010030414,2023-01-22 12:10:00,1,2100,,SAN DIEGO,AVE,,,,MP,R,626,2,2100,"2100 SAN DIEGO AVE San Diego, California"
28404,E23010030415,2023-01-22 12:10:41,1,3700,,CAMINO DEL RIO SOUTH,,,,,211A,K,315,1,3700,"3700 CAMINO DEL RIO SOUTH San Diego, California"
28405,E23010030416,2023-01-22 12:10:56,1,5000,,CAMINO SAN FERMIN,,,,,CC,K,934,3,5000,"5000 CAMINO SAN FERMIN San Diego, California"
28406,E23010030417,2023-01-22 12:13:41,1,700,,GRAND,AVE,,,,FU,O,122,2,700,"700 GRAND AVE San Diego, California"
28407,E23010030418,2023-01-22 12:15:38,1,1600,,PACIFIC,HWY,,,,DEMO,K,527,2,1600,"1600 PACIFIC HWY San Diego, California"
28408,E23010030419,2023-01-22 12:15:41,1,4300,,46TH,ST,,,,487R,R,824,9,4300,"4300 46TH ST San Diego, California"
28409,E23010030420,2023-01-22 12:16:24,1,11100,,LEE,WAY,,,,10851RR,S,242,3,11100,"11100 LEE WAY San Diego, California"
28410,E23010030421,2023-01-22 12:16:35,1,4000,,EL CAJON,BLV,,,,415,K,825,2,4000,"4000 EL CAJON BLV San Diego, California"
28411,E23010030422,2023-01-22 12:16:51,1,3100,,MISSION,BLV,,,,1186,CAN,121,3,3100,"3100 MISSION BLV San Diego, California"
28412,E23010030423,2023-01-22 12:19:04,1,0,,GENESEE,AVE,,EXECUTIVE SQ,,20002,R,115,1,,"GENESEE AVE San Diego, California"
28413,E23010030424,2023-01-22 12:20:05,1,8200,,MIRA MESA,BLV,,,,1131A,K,242,1,8200,"8200 MIRA MESA BLV San Diego, California"
28414,E23010030425,2023-01-22 12:20:21,1,6200,,UNIVERSITY,AVE,,,,211,R,841,0,6200,"6200 UNIVERSITY AVE San Diego, California"
28415,E23010030426,2023-01-22 12:20:31,1,6100,,ALBEMARLE,ST,,,,415,CAN,438,2,6100,"6100 ALBEMARLE ST San Diego, California"
28416,E23010030427,2023-01-22 12:23:22,1,1600,,MECCA,DR,,,,459A,X,124,2,1600,"1600 MECCA DR San Diego, California"
28417,E23010030428,2023-01-22 12:24:07,1,5900,,UNIVERSITY,AVE,,,,415,K,823,2,5900,"5900 UNIVERSITY AVE San Diego, California"
28418,E23010030429,2023-01-22 12:24:10,1,2500,,TUBEROSE,ST,,,,415PP,K,835,2,2500,"2500 TUBEROSE ST San Diego, California"
28419,E23010030430,2023-01-22 12:25:00,1,1600,,NATIONAL,AVE,,,,10852C,K,511,2,1600,"1600 NATIONAL AVE San Diego, California"
28420,E23010030431,2023-01-22 12:25:56,1,400,,EUCLID,AVE,,,,911P,W,446,2,400,"400 EUCLID AVE San Diego, California"
28421,E23010030432,2023-01-22 12:26:29,1,9700,,CARMEL MOUNTAIN,RD,,,,1188,K,233,2,9700,"9700 CARMEL MOUNTAIN RD San Diego, California"
28422,E23010030433,2023-01-22 12:28:03,1,3800,,CAMINO DEL RIO SOUTH,,,,,1149,O,321,2,3800,"3800 CAMINO DEL RIO SOUTH San Diego, California"
28423,E23010030435,2023-01-22 12:32:46,1,5200,,GROVELAND,DR,,,,RJ,K,432,2,5200,"5200 GROVELAND DR San Diego, California"
28424,E23010030436,2023-01-22 12:33:28,1,0,,05TH,AVE,,BROADWAY,,1140OD,K,523,0,,"05TH AVE San Diego, California"
28425,E23010030437,2023-01-22 12:33:43,1,0,,PACIFIC HWY,WY,,HAWTHORN,,1183,R,527,0,,"PACIFIC HWY WY San Diego, California"
28426,E23010030438,2023-01-22 12:34:14,1,1600,,PETAL,DR,,,,AU2,W,437,2,1600,"1600 PETAL DR San Diego, California"
28427,E23010030440,2023-01-22 12:37:56,1,5300,,MONROE,AVE,,,,911,K,824,1,5300,"5300 MONROE AVE San Diego, California"
28428,E23010030441,2023-01-22 12:38:08,1,3300,,NORTH HARBOR,DR,,,,10851,W,611,1,3300,"3300 NORTH HARBOR DR San Diego, California"
28429,E23010030442,2023-01-22 12:40:17,1,9300,,CUSTOMHOUSE,PLZ,,,,459A,U,713,3,9300,"9300 CUSTOMHOUSE PLZ San Diego, California"
28430,E23010030443,2023-01-22 12:40:47,1,4800,,RUFFNER,ST,,,,459A,W,313,2,4800,"4800 RUFFNER ST San Diego, California"
28431,E23010030445,2023-01-22 12:42:02,1,3400,,COLLEGE,AVE,,,,415V,K,451,1,3400,"3400 COLLEGE AVE San Diego, California"
28432,E23010030446,2023-01-22 12:43:10,1,700,,EMERALD,ST,,,,415V,K,122,1,700,"700 EMERALD ST San Diego, California"
28433,E23010030447,2023-01-22 12:44:02,1,15000,,BAROLO,CT,,,,459A,CAN,937,2,15000,"15000 BAROLO CT San Diego, California"
28434,E23010030448,2023-01-22 12:44:09,1,10700,,VIA LAS POSADAS,,,,,415,O,233,2,10700,"10700 VIA LAS POSADAS San Diego, California"
